Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100327,Male,Yes,0,Not Graduate,No,1604,2312,119,360,1.0,Semiurban,Y
LP100328,Male,Yes,0,Graduate,No,2187,1862,143,360,1.0,Urban,Y
LP100329,Male,Yes,1,Graduate,No,8970,2281,353,360,1.0,Urban,Y
LP100330,Male,Yes,0,Graduate,No,4082,4940,180,360,1.0,Semiurban,Y
LP100331,Male,Yes,2,Graduate,Yes,3772,3085,281,60,1.0,Semiurban,Y
LP100332,Male,No,2,Not Graduate,No,1481,0,50,84,1.0,Urban,Y
LP100333,Male,No,1,Graduate,No,3870,0,112,360,1.0,Urban,Y
LP100334,Male,Yes,0,Graduate,No,1610,0,56,360,1.0,Semiurban,Y
LP100335,Male,Yes,0,Graduate,No,3417,1148,107,360,1.0,Rural,Y
LP100336,Female,Yes,2,Graduate,No,13033,983,420,360,1.0,Rural,Y
LP100337,Male,No,0,Graduate,No,6032,0,222,360,0.0,Urban,N
LP100338,Male,Yes,0,Graduate,No,3731,3373,163,360,1.0,Semiurban,Y
LP100339,Male,Yes,0,Not Graduate,Yes,5292,2518,322,360,1.0,Rural,Y
LP100340,Male,Yes,0,Graduate,No,3143,950,136,360,1.0,Semiurban,Y
LP100341,Male,Yes,2,Graduate,Yes,2965,0,134,360,1.0,Rural,Y
LP100342,Male,No,0,Graduate,No,10690,0,477,360,0.0,Rural,N
LP100343,Male,No,0,Graduate,No,2234,0,72,360,1.0,Urban,Y
LP100344,Male,Yes,0,Graduate,No,3446,1467,107,360,0.0,Urban,N
LP100345,Male,Yes,0,Graduate,No,4955,2095,288,360,1.0,Urban,Y
LP100346,Male,Yes,2,Graduate,No,2502,0,74,180,1.0,Urban,Y
LP100347,Male,Yes,2,Graduate,No,5988,0,214,240,1.0,Rural,N
LP100348,Male,Yes,0,Graduate,No,3537,1586,96,360,1.0,Rural,Y
LP100349,Male,Yes,0,Graduate,No,6032,1053,263,360,0.0,Urban,N
LP100350,Male,Yes,0,Not Graduate,No,4523,0,127,360,1.0,Semiurban,Y
LP100351,Female,Yes,1,Graduate,No,3663,1420,136,360,1.0,Semiurban,Y
LP100352,Male,No,0,Graduate,No,10728,0,529,180,1.0,Semiurban,Y
LP100353,Male,Yes,1,Graduate,No,2904,2997,178,360,1.0,Semiurban,Y
LP100354,Male,No,0,Graduate,No,8792,0,341,360,1.0,Rural,N
LP100355,Male,No,1,Not Graduate,No,6253,0,231,60,0.0,Urban,N
LP100356,Male,Yes,0,Graduate,No,11089,1941,243,180,1.0,Urban,Y
LP100357,Male,No,2,Graduate,No,4608,0,190,360,1.0,Urban,Y
LP100358,Female,Yes,0,Graduate,No,2714,1970,123,360,0.0,Urban,N
LP100359,Male,Yes,1,Graduate,Yes,14434,3177,700,360,1.0,Urban,Y
LP100360,Male,Yes,0,Graduate,Yes,3831,0,139,180,0.0,Semiurban,N
LP100361,Male,No,0,Not Graduate,Yes,2304,1040,87,360,1.0,Semiurban,Y
LP100362,Male,Yes,1,Graduate,No,3772,0,104,360,1.0,Semiurban,N
LP100363,Male,Yes,0,Graduate,Yes,2684,0,109,360,1.0,Semiurban,Y
LP100364,Female,No,2,Graduate,No,5592,0,192,360,1.0,Urban,Y
LP100365,Male,Yes,1,Graduate,No,3001,0,115,360,1.0,Rural,N
LP100366,Female,No,1,Graduate,No,3575,0,73,240,1.0,Rural,Y
LP100367,Female,No,0,Graduate,No,7130,0,303,12,1.0,Urban,N
LP100368,Male,No,0,Graduate,No,5901,0,155,180,1.0,Urban,Y
LP100369,Male,No,1,Graduate,No,4223,1344,204,360,0.0,Rural,N
LP100370,Male,No,0,Not Graduate,No,3600,5445,172,360,1.0,Urban,Y
LP100371,Male,Yes,1,Graduate,No,4215,2462,175,360,1.0,Urban,Y
LP100372,Male,No,0,Not Graduate,Yes,2844,2078,186,360,1.0,Semiurban,Y
LP100373,Male,Yes,0,Graduate,No,4181,0,103,360,1.0,Urban,Y
LP100374,Male,Yes,0,Graduate,No,5485,2515,366,300,1.0,Urban,Y
LP100375,Male,Yes,0,Not Graduate,No,3057,2661,218,360,1.0,Semiurban,Y
LP100376,Female,No,0,Graduate,Yes,5802,0,264,120,1.0,Semiurban,Y
LP100377,Male,No,1,Not Graduate,No,2068,0,60,360,1.0,Rural,Y
LP100378,Female,No,0,Graduate,No,3004,0,49,360,1.0,Rural,Y
LP100379,Male,Yes,0,Graduate,No,2796,1393,147,300,1.0,Urban,Y
LP100380,Male,Yes,3+,Graduate,No,3068,0,82,180,0.0,Urban,N
LP100381,Male,Yes,0,Not Graduate,No,6651,2457,279,360,1.0,Semiurban,Y
LP100382,Male,No,2,Not Graduate,Yes,5374,0,209,360,1.0,Semiurban,Y
LP100383,Female,No,1,Graduate,No,2316,0,92,360,1.0,Urban,Y
LP100384,Male,Yes,1,Graduate,No,5326,1156,103,120,1.0,Urban,Y
LP100385,Female,Yes,0,Graduate,No,3378,2539,248,360,1.0,Urban,Y
LP100386,Male,Yes,0,Not Graduate,No,2251,1482,120,360,1.0,Semiurban,Y
LP100387,Male,Yes,0,Graduate,Yes,2034,2471,155,360,1.0,Urban,N
LP100388,Male,No,1,Graduate,No,7146,634,198,180,1.0,Rural,Y
LP100389,Female,Yes,0,Graduate,No,1978,2445,131,360,1.0,Urban,Y
LP100390,Female,Yes,2,Graduate,No,4069,3128,287,360,1.0,Rural,Y
LP100391,Male,Yes,0,Graduate,No,2488,2898,227,360,1.0,Rural,Y
LP100392,Male,Yes,2,Not Graduate,No,5021,1776,194,360,1.0,Semiurban,Y
LP100393,Male,No,0,Graduate,No,3484,0,137,360,1.0,Semiurban,Y
LP100394,Male,Yes,0,Not Graduate,No,3043,0,73,36,1.0,Semiurban,Y
LP100395,Female,Yes,0,Graduate,No,3961,1894,258,180,1.0,Urban,Y
LP100396,Female,Yes,0,Graduate,No,4945,0,180,360,1.0,Urban,Y
LP100397,Male,No,0,Graduate,No,4217,3721,334,360,1.0,Semiurban,Y
LP100398,Male,No,2,Graduate,No,4089,0,130,360,1.0,Semiurban,Y
LP100399,Male,No,0,Not Graduate,Yes,2710,1059,87,84,1.0,Semiurban,Y
LP100400,Male,Yes,0,Graduate,Yes,1937,0,58,12,1.0,Semiurban,Y
LP100401,Female,Yes,2,Graduate,No,2263,465,77,360,1.0,Semiurban,Y
LP100402,Male,Yes,0,Graduate,No,6216,3257,252,360,1.0,Semiurban,Y
LP100403,Female,No,3+,Graduate,No,3539,0,79,360,1.0,Semiurban,Y
LP100404,Male,Yes,3+,Not Graduate,No,2274,2328,191,360,1.0,Semiurban,Y
LP100405,Female,Yes,0,Graduate,Yes,2126,0,38,360,1.0,Rural,Y
LP100406,Male,No,0,Graduate,No,1626,0,75,360,1.0,Semiurban,Y
LP100407,Male,No,0,Graduate,No,2844,4725,160,360,1.0,Semiurban,Y
LP100408,Female,Yes,2,Graduate,No,6824,0,336,360,1.0,Semiurban,Y
LP100409,Male,Yes,1,Graduate,Yes,3390,1610,248,360,1.0,Semiurban,Y
LP100410,Male,Yes,1,Graduate,No,5219,0,151,360,1.0,Semiurban,Y
LP100411,Male,No,2,Graduate,No,3005,0,149,180,1.0,Urban,Y
LP100412,Female,No,0,Graduate,No,5950,2860,400,360,1.0,Rural,Y
LP100413,Male,Yes,2,Not Graduate,No,2700,4065,121,360,0.0,Urban,N
LP100414,Male,Yes,1,Graduate,No,2126,3364,264,360,1.0,Semiurban,Y
LP100415,Male,No,0,Graduate,Yes,3972,0,65,360,1.0,Urban,N
LP100416,Male,No,2,Not Graduate,No,8985,0,192,180,1.0,Urban,Y
LP100417,Male,Yes,1,Not Graduate,No,8770,2366,395,360,0.0,Rural,N
LP100418,Male,Yes,0,Not Graduate,No,4282,0,76,360,0.0,Semiurban,Y
LP100419,Male,Yes,0,Not Graduate,No,3039,2096,106,360,1.0,Rural,Y
LP100420,Female,Yes,0,Graduate,No,4949,2385,355,360,1.0,Urban,Y
LP100421,Female,No,0,Graduate,No,4984,0,248,360,1.0,Urban,Y
LP100422,Male,No,3+,Graduate,No,4096,0,176,360,1.0,Urban,N
LP100423,Male,No,0,Graduate,No,5336,984,209,360,1.0,Semiurban,N
LP100424,Male,Yes,1,Not Graduate,No,3674,0,171,360,1.0,Rural,Y
LP100425,Male,No,0,Graduate,No,3519,0,67,360,1.0,Semiurban,Y
LP100426,Male,Yes,0,Graduate,No,2170,2143,207,360,0.0,Urban,N
LP100427,Female,Yes,3+,Graduate,Yes,3576,1779,146,360,1.0,Rural,Y
LP100428,Male,Yes,2,Graduate,Yes,7150,0,323,360,1.0,Urban,Y
LP100429,Male,Yes,0,Not Graduate,No,3221,5832,348,360,1.0,Semiurban,Y
LP100430,Male,No,0,Graduate,No,4939,0,240,360,1.0,Semiurban,Y
LP100431,Male,Yes,0,Graduate,Yes,3942,2373,286,360,1.0,Urban,Y
LP100432,Male,Yes,0,Not Graduate,No,1830,1362,147,360,0.0,Urban,N
LP100433,Male,Yes,0,Graduate,No,3672,1558,165,84,0.0,Urban,N
LP100434,Male,Yes,0,Graduate,No,2386,0,105,360,1.0,Rural,Y
LP100435,Male,Yes,3+,Graduate,No,2304,1637,164,240,1.0,Semiurban,Y
LP100436,Male,Yes,0,Graduate,No,8126,0,168,360,1.0,Rural,Y
LP100437,Female,No,2,Not Graduate,Yes,2861,0,108,240,1.0,Semiurban,Y
LP100438,Male,Yes,1,Graduate,No,2785,1464,86,360,1.0,Semiurban,N
LP100439,Male,Yes,0,Graduate,No,10195,898,504,300,1.0,Semiurban,Y
LP100440,Male,Yes,2,Graduate,No,6555,800,127,60,1.0,Rural,Y
LP100441,Female,No,0,Not Graduate,No,2671,0,132,300,1.0,Urban,Y
LP100442,Male,Yes,2,Graduate,Yes,5827,0,169,180,1.0,Urban,Y
LP100443,Male,Yes,0,Not Graduate,No,2878,2962,122,360,1.0,Semiurban,Y
LP100444,Female,Yes,0,Graduate,No,2861,0,137,360,1.0,Rural,Y
LP100445,Female,Yes,2,Graduate,No,5436,898,105,300,1.0,Rural,Y
LP100446,Female,Yes,1,Not Graduate,No,2742,0,86,360,1.0,Semiurban,Y
LP100447,Male,No,2,Graduate,No,4365,1889,262,360,1.0,Urban,Y
LP100448,Male,Yes,3+,Graduate,No,7343,1013,218,360,0.0,Urban,N
LP100449,Male,Yes,0,Graduate,No,6911,827,259,360,1.0,Rural,Y
LP100450,Male,No,0,Graduate,No,3094,0,122,360,1.0,Semiurban,Y
LP100451,Male,No,0,Graduate,Yes,6017,0,291,84,1.0,Urban,Y
LP100452,Male,Yes,1,Graduate,Yes,2477,970,64,240,0.0,Rural,N
LP100453,Female,Yes,2,Graduate,No,5364,2406,159,360,1.0,Urban,Y
LP100454,Male,Yes,0,Not Graduate,No,3556,1574,168,360,1.0,Semiurban,Y
LP100455,Male,Yes,0,Graduate,Yes,5673,2846,253,360,1.0,Semiurban,Y
LP100456,Male,No,1,Graduate,No,3555,0,104,360,1.0,Urban,Y
LP100457,Male,No,0,Not Graduate,No,10310,0,262,240,1.0,Urban,Y
LP100458,Male,No,2,Graduate,No,2551,0,88,360,0.0,Urban,N
LP100459,Male,Yes,1,Graduate,No,7145,1870,414,360,1.0,Semiurban,Y
LP100460,Male,Yes,3+,Graduate,Yes,2611,1381,82,360,0.0,Semiurban,N
LP100461,Male,Yes,0,Graduate,No,5526,3598,206,360,1.0,Urban,Y
LP100462,Male,No,0,Graduate,No,5747,0,221,360,1.0,Rural,Y
LP100463,Male,Yes,0,Graduate,No,4316,0,73,360,0.0,Urban,N
LP100464,Male,Yes,0,Graduate,No,3189,0,123,240,1.0,Urban,Y
LP100465,Male,No,3+,Graduate,No,4525,0,118,360,1.0,Urban,Y
LP100466,Male,No,0,Graduate,Yes,5334,0,147,360,0.0,Urban,N
LP100467,Female,No,2,Graduate,No,11206,0,327,180,1.0,Rural,Y
LP100468,Male,Yes,0,Graduate,No,2591,1207,103,120,1.0,Urban,Y
LP100469,Female,No,0,Graduate,No,3084,0,137,120,1.0,Semiurban,Y
LP100470,Male,No,0,Graduate,No,4897,0,236,240,1.0,Rural,Y
LP100471,Female,Yes,1,Graduate,No,3637,3009,227,360,1.0,Semiurban,Y
LP100472,Male,Yes,1,Not Graduate,No,3101,1952,179,360,1.0,Urban,Y
LP100473,Female,Yes,0,Not Graduate,No,5904,0,103,360,1.0,Rural,Y
LP100474,Male,No,2,Not Graduate,No,695,0,28,360,0.0,Semiurban,N
LP100475,Female,Yes,0,Graduate,No,3315,2591,209,360,1.0,Urban,Y
LP100476,Male,Yes,0,Graduate,No,1606,0,27,60,1.0,Semiurban,Y
LP100477,Male,Yes,0,Graduate,No,2169,0,48,360,1.0,Rural,Y
LP100478,Female,No,0,Graduate,No,15714,2675,406,360,1.0,Semiurban,Y
LP100479,Male,Yes,3+,Graduate,No,5818,0,122,360,0.0,Semiurban,N
LP100480,Male,Yes,0,Graduate,No,7067,0,269,360,1.0,Rural,Y
LP100481,Male,Yes,0,Graduate,No,4006,3815,371,360,0.0,Semiurban,N
LP100482,Male,No,0,Graduate,No,6355,0,265,360,1.0,Urban,Y
LP100483,Male,Yes,1,Not Graduate,No,1240,1524,88,360,1.0,Urban,Y
LP100484,Male,Yes,0,Graduate,No,7412,2236,281,180,1.0,Semiurban,Y
LP100485,Female,No,1,Not Graduate,No,2088,0,60,360,1.0,Urban,Y
LP100486,Male,Yes,0,Graduate,No,3126,6914,362,120,1.0,Rural,Y
LP100487,Male,No,0,Not Graduate,No,4326,0,119,360,1.0,Semiurban,Y
LP100488,Female,Yes,2,Graduate,Yes,5481,0,126,360,1.0,Semiurban,Y
LP100489,Female,Yes,0,Not Graduate,No,3433,0,124,180,1.0,Semiurban,Y
LP100490,Male,Yes,2,Graduate,No,1978,1041,87,120,1.0,Semiurban,Y
LP100491,Male,Yes,0,Graduate,No,4423,0,69,360,1.0,Semiurban,N
LP100492,Male,No,2,Graduate,No,7102,1080,129,120,0.0,Urban,N
LP100493,Male,Yes,0,Graduate,No,3124,943,100,360,0.0,Semiurban,N
LP100494,Male,No,1,Not Graduate,No,6754,0,222,360,1.0,Rural,Y
LP100495,Male,Yes,0,Not Graduate,No,2028,0,56,360,1.0,Semiurban,Y
LP100496,Male,Yes,0,Graduate,No,4202,0,67,360,1.0,Semiurban,Y
LP100497,Male,Yes,0,Graduate,No,9742,1740,262,360,1.0,Urban,Y
LP100498,Female,No,0,Graduate,No,2878,289,58,360,1.0,Rural,Y
LP100499,Female,Yes,0,Not Graduate,No,5851,0,282,360,1.0,Rural,Y
LP100500,Male,Yes,0,Graduate,No,12405,2785,394,240,1.0,Semiurban,Y
LP100501,Male,Yes,1,Graduate,No,4600,1552,95,360,1.0,Semiurban,Y
LP100502,Male,Yes,2,Graduate,No,3133,0,119,360,1.0,Semiurban,N
LP100503,Female,Yes,1,Graduate,No,2737,1878,107,12,1.0,Semiurban,Y
LP100504,Male,No,1,Graduate,Yes,9439,0,329,360,0.0,Rural,N
LP100505,Male,Yes,0,Graduate,No,8450,1113,194,360,1.0,Urban,Y
LP100506,Female,No,0,Graduate,Yes,10221,0,505,120,1.0,Semiurban,Y
LP100507,Female,Yes,0,Not Graduate,Yes,3540,0,173,360,1.0,Urban,Y
LP100508,Female,No,2,Graduate,No,7410,3435,412,360,1.0,Urban,Y
LP100509,Male,No,0,Graduate,No,4076,0,162,360,1.0,Semiurban,N
LP100510,Male,Yes,0,Graduate,No,2576,709,98,180,1.0,Urban,Y
LP100511,Male,No,1,Graduate,No,7770,0,378,240,1.0,Semiurban,Y
LP100512,Female,Yes,0,Graduate,No,10284,3176,402,360,1.0,Urban,Y
LP100513,Female,No,2,Not Graduate,No,1869,0,44,360,1.0,Semiurban,Y
LP100514,Male,No,2,Not Graduate,No,1850,0,35,360,1.0,Urban,Y
LP100515,Male,Yes,0,Not Graduate,No,3350,1931,118,360,0.0,Semiurban,N
LP100516,Male,Yes,0,Not Graduate,No,5544,0,194,360,1.0,Semiurban,Y
LP100517,Female,Yes,0,Graduate,No,2244,1456,87,240,0.0,Rural,N
LP100518,Female,Yes,1,Graduate,No,4744,0,180,84,1.0,Rural,Y
LP100519,Male,Yes,0,Graduate,No,3026,1970,142,360,1.0,Urban,Y
LP100520,Male,Yes,1,Not Graduate,Yes,5300,1202,299,84,1.0,Urban,N
LP100521,Male,Yes,1,Graduate,No,2700,1266,137,360,1.0,Semiurban,Y
LP100522,Female,No,0,Graduate,No,6401,0,236,120,0.0,Semiurban,N
LP100523,Female,Yes,0,Graduate,No,3838,1099,170,360,1.0,Urban,Y
LP100524,Female,Yes,2,Graduate,No,2501,0,115,360,1.0,Urban,Y
LP100525,Male,Yes,0,Graduate,No,4336,2457,117,360,1.0,Semiurban,Y
LP100526,Male,Yes,2,Not Graduate,No,1129,0,20,360,1.0,Rural,Y
LP100527,Male,Yes,0,Graduate,No,3079,910,158,180,1.0,Rural,Y
LP100528,Male,Yes,0,Not Graduate,No,3945,1463,226,240,0.0,Urban,N
LP100529,Female,No,2,Graduate,No,1580,1224,85,360,1.0,Semiurban,Y
LP100530,Female,Yes,2,Graduate,No,1018,0,28,180,0.0,Urban,N
LP100531,Female,Yes,0,Not Graduate,No,905,9090,247,360,1.0,Semiurban,Y
LP100532,Female,No,0,Not Graduate,No,6799,1666,196,180,1.0,Semiurban,Y
LP100533,Male,Yes,2,Graduate,No,4014,1178,244,360,1.0,Rural,Y
LP100534,Male,No,0,Graduate,No,3124,0,79,360,1.0,Semiurban,Y
LP100535,Female,No,0,Graduate,No,7042,0,265,60,1.0,Urban,Y
LP100536,Female,Yes,2,Graduate,No,3352,3087,274,360,1.0,Semiurban,Y
LP100537,Male,Yes,0,Graduate,Yes,5339,1212,103,180,1.0,Rural,Y
LP100538,Male,Yes,0,Not Graduate,Yes,3656,4084,125,360,0.0,Urban,N
LP100539,Male,Yes,0,Graduate,No,3232,0,86,300,1.0,Urban,Y
LP100540,Female,No,1,Graduate,No,4922,0,194,360,1.0,Semiurban,Y
LP100541,Male,Yes,1,Graduate,No,6406,714,172,360,1.0,Semiurban,Y
LP100542,Male,No,0,Not Graduate,No,2960,0,45,360,1.0,Rural,Y
LP100543,Male,No,0,Not Graduate,No,2544,5642,205,360,1.0,Semiurban,Y
LP100544,Male,Yes,0,Graduate,No,3468,0,63,360,1.0,Semiurban,Y
LP100545,Male,No,1,Graduate,No,1183,0,27,360,1.0,Semiurban,Y
LP100546,Male,No,0,Not Graduate,No,3829,0,102,120,1.0,Rural,Y
LP100547,Male,No,3+,Graduate,No,2153,0,42,360,1.0,Rural,Y
LP100548,Male,No,0,Graduate,No,5920,0,235,360,1.0,Rural,Y
LP100549,Male,No,3+,Not Graduate,No,3118,0,75,360,1.0,Urban,Y
LP100550,Male,Yes,0,Not Graduate,No,3472,0,132,180,1.0,Rural,Y
LP100551,Female,No,2,Graduate,No,6155,0,165,360,1.0,Semiurban,Y
LP100552,Male,Yes,0,Graduate,No,2515,1271,176,360,0.0,Urban,N
LP100553,Male,No,0,Graduate,No,5130,0,93,360,1.0,Urban,Y
LP100554,Female,No,2,Graduate,No,4851,0,109,360,1.0,Semiurban,Y
LP100555,Male,Yes,2,Graduate,No,3782,0,171,360,1.0,Urban,Y
LP100556,Male,Yes,0,Graduate,No,2513,2589,223,180,1.0,Rural,Y
LP100557,Male,Yes,1,Graduate,No,5809,1143,151,360,1.0,Semiurban,Y
LP100558,Male,Yes,0,Graduate,Yes,6782,1567,157,360,1.0,Urban,Y
LP100559,Male,Yes,2,Graduate,No,4457,0,200,360,1.0,Semiurban,N
LP100560,Male,No,0,Graduate,No,2324,0,49,360,1.0,Urban,Y
LP100561,Male,No,0,Graduate,No,3133,1070,191,240,1.0,Semiurban,Y
LP100562,Male,No,0,Graduate,No,4050,0,197,36,1.0,Semiurban,Y
LP100563,Male,Yes,0,Graduate,No,6115,0,139,360,1.0,Rural,Y
LP100564,Male,Yes,2,Graduate,No,1753,0,78,360,1.0,Semiurban,N
LP100565,Male,No,0,Not Graduate,No,2403,0,72,360,1.0,Rural,Y
LP100566,Male,Yes,0,Graduate,No,3355,2314,242,360,1.0,Rural,Y
LP100567,Male,Yes,0,Not Graduate,No,3130,2433,163,360,1.0,Semiurban,Y
LP100568,Female,Yes,1,Graduate,No,2047,1496,62,180,0.0,Semiurban,N
LP100569,Male,No,0,Graduate,No,3715,0,148,360,1.0,Semiurban,Y
LP100570,Male,Yes,0,Graduate,No,3530,1329,99,12,1.0,Urban,Y
LP100571,Male,No,3+,Graduate,No,2366,0,112,360,0.0,Rural,N
LP100572,Male,Yes,0,Not Graduate,Yes,3378,1122,133,360,1.0,Rural,Y
LP100573,Male,No,1,Not Graduate,Yes,2677,1747,79,360,1.0,Urban,N
LP100574,Female,Yes,1,Not Graduate,No,4304,0,99,180,1.0,Rural,Y
LP100575,Female,Yes,0,Graduate,No,2573,1010,162,360,1.0,Urban,Y
LP100576,Male,Yes,3+,Graduate,No,4399,1492,155,360,0.0,Rural,N
LP100577,Female,Yes,1,Graduate,No,2684,2727,243,360,1.0,Urban,Y
LP100578,Male,No,0,Graduate,No,3011,574,75,360,1.0,Rural,Y
LP100579,Male,Yes,0,Graduate,No,4931,6084,346,360,0.0,Semiurban,Y
LP100580,Male,No,1,Not Graduate,No,3728,0,171,360,1.0,Semiurban,Y
LP100581,Female,Yes,1,Not Graduate,No,2605,0,43,180,1.0,Urban,Y
LP100582,Male,Yes,2,Graduate,Yes,3971,565,116,360,0.0,Urban,N
LP100583,Male,Yes,0,Graduate,No,1882,2034,183,240,1.0,Urban,Y
LP100584,Male,Yes,0,Graduate,No,9057,0,325,180,1.0,Rural,Y
LP100585,Male,Yes,0,Graduate,No,6111,0,245,360,1.0,Urban,Y
LP100586,Male,Yes,0,Graduate,No,5991,0,266,360,1.0,Semiurban,Y
LP100587,Male,No,0,Not Graduate,Yes,1499,2152,122,360,1.0,Rural,Y
LP100588,Male,No,2,Graduate,No,3018,1419,198,360,1.0,Rural,Y
LP100589,Male,Yes,1,Graduate,No,3483,5219,325,360,1.0,Urban,Y
LP100590,Male,Yes,1,Graduate,No,1448,3140,179,240,1.0,Rural,Y
LP100591,Male,No,1,Graduate,Yes,7514,0,153,360,1.0,Urban,Y
LP100592,Male,No,2,Not Graduate,No,7290,4105,545,360,1.0,Semiurban,Y
LP100593,Male,No,0,Graduate,No,13015,0,558,360,1.0,Semiurban,Y
LP100594,Female,Yes,2,Not Graduate,No,1843,4319,147,60,1.0,Urban,Y
LP100595,Male,No,0,Graduate,No,4466,1705,218,360,1.0,Urban,Y
LP100596,Male,Yes,3+,Graduate,No,8667,0,244,360,1.0,Semiurban,Y
LP100597,Male,Yes,1,Graduate,Yes,4006,0,153,360,1.0,Semiurban,Y
LP100598,Male,No,0,Graduate,No,3065,0,153,360,1.0,Rural,Y
LP100599,Male,Yes,0,Graduate,No,1500,0,25,300,1.0,Urban,Y
LP100600,Male,Yes,0,Graduate,No,7806,669,410,360,1.0,Rural,Y
LP100601,Male,Yes,0,Graduate,No,4143,1119,92,360,0.0,Semiurban,N
LP100602,Male,Yes,1,Graduate,Yes,3084,1523,143,360,1.0,Rural,Y
LP100603,Male,No,0,Not Graduate,No,3831,619,142,240,0.0,Semiurban,N
LP100604,Male,Yes,0,Not Graduate,No,3565,1032,112,360,0.0,Rural,N
LP100605,Male,Yes,3+,Graduate,No,4593,0,160,360,1.0,Urban,Y
LP100606,Male,Yes,1,Not Graduate,No,2908,1623,200,120,1.0,Semiurban,Y
LP100607,Male,No,2,Graduate,No,10220,1705,302,360,1.0,Urban,Y
LP100608,Male,Yes,1,Graduate,No,3890,1154,88,360,0.0,Urban,N
LP100609,Male,Yes,0,Graduate,No,10203,2054,455,360,1.0,Semiurban,Y
LP100610,Male,Yes,0,Not Graduate,No,4469,1644,165,360,1.0,Semiurban,Y
LP100611,Female,No,1,Graduate,No,5079,0,246,360,1.0,Urban,Y
LP100612,Male,No,3+,Graduate,No,3934,1771,117,120,1.0,Semiurban,Y
LP100613,Male,Yes,0,Graduate,No,7154,948,377,360,1.0,Semiurban,Y
LP100614,Female,Yes,2,Graduate,Yes,4901,3424,265,360,1.0,Urban,Y
LP100615,Female,Yes,3+,Graduate,No,2508,0,58,360,1.0,Semiurban,Y
LP100616,Male,Yes,1,Graduate,Yes,2708,9072,574,36,1.0,Semiurban,Y
LP100617,Male,Yes,3+,Graduate,No,5282,0,123,360,1.0,Urban,Y
LP100618,Female,No,0,Not Graduate,Yes,2188,1848,164,360,1.0,Rural,Y
LP100619,Male,Yes,3+,Not Graduate,No,3167,0,135,12,1.0,Semiurban,N
LP100620,Male,No,1,Not Graduate,No,5861,570,193,240,1.0,Rural,Y
LP100621,Male,Yes,0,Graduate,No,4949,0,194,360,1.0,Urban,Y
LP100622,Male,No,2,Graduate,No,2815,0,99,360,1.0,Rural,Y
LP100623,Male,No,0,Graduate,No,9093,0,198,360,1.0,Urban,Y
LP100624,Male,Yes,0,Graduate,No,5660,0,235,360,1.0,Semiurban,Y
LP100625,Male,Yes,0,Not Graduate,No,5735,1376,338,360,1.0,Urban,Y
LP100626,Male,Yes,0,Graduate,No,1203,1792,96,360,1.0,Rural,Y
LP100627,Male,Yes,0,Not Graduate,No,3931,2092,300,360,1.0,Semiurban,N
LP100628,Male,Yes,2,Graduate,No,6654,1966,258,360,0.0,Urban,N
LP100629,Male,Yes,0,Not Graduate,No,8348,1996,329,240,1.0,Urban,Y
LP100630,Male,No,0,Graduate,No,1872,0,72,180,1.0,Urban,Y
LP100631,Female,Yes,0,Graduate,No,8128,8097,349,360,1.0,Urban,Y
LP100632,Male,No,0,Graduate,No,10344,2297,589,360,1.0,Semiurban,Y
LP100633,Male,Yes,1,Graduate,No,1381,2598,171,240,1.0,Semiurban,Y
LP100634,Male,No,2,Graduate,No,5448,0,248,360,1.0,Rural,Y
LP100635,Male,Yes,3+,Graduate,No,5881,1183,257,360,1.0,Rural,Y
LP100636,Male,No,1,Graduate,No,3498,0,161,300,1.0,Semiurban,Y
LP100637,Male,Yes,0,Not Graduate,No,2503,0,97,360,1.0,Urban,Y
LP100638,Male,Yes,3+,Graduate,No,6046,0,199,360,1.0,Urban,Y
LP100639,Male,Yes,2,Graduate,No,2985,6951,473,180,1.0,Semiurban,Y
LP100640,Male,Yes,0,Graduate,No,3716,4847,260,360,1.0,Semiurban,Y
LP100641,Male,Yes,1,Graduate,Yes,7201,692,257,360,1.0,Semiurban,Y
LP100642,Male,Yes,3+,Graduate,No,10987,1516,262,84,1.0,Rural,Y
LP100643,Male,Yes,1,Graduate,No,5629,2444,389,360,1.0,Rural,Y
LP100644,Male,No,0,Graduate,No,4506,0,102,360,1.0,Urban,Y
LP100645,Female,Yes,1,Graduate,No,3152,0,70,180,0.0,Urban,N
LP100646,Male,Yes,0,Graduate,No,2402,0,45,360,1.0,Rural,Y
LP100647,Male,No,0,Graduate,Yes,8479,0,262,360,1.0,Rural,Y
LP100648,Female,Yes,0,Graduate,No,3848,649,111,360,1.0,Urban,Y
LP100649,Male,Yes,0,Graduate,No,7884,778,355,360,1.0,Semiurban,Y
LP100650,Male,Yes,0,Graduate,No,3493,1087,118,240,1.0,Semiurban,Y
LP100651,Male,No,0,Graduate,No,2930,0,118,120,0.0,Semiurban,N
LP100652,Male,No,1,Graduate,Yes,5805,0,127,360,1.0,Urban,Y
LP100653,Male,No,2,Graduate,No,4014,0,93,360,1.0,Rural,Y
LP100654,Male,Yes,3+,Graduate,No,2158,0,93,360,1.0,Semiurban,Y
LP100655,Male,No,0,Not Graduate,Yes,9794,0,274,360,1.0,Urban,Y
